result_path,experiment_name,experiment_timestamp,model,dataset_type,dataset_name,method_type,method_name,seed,thinking,constrained,structured,soft_precision,soft_recall,soft_f1,hard_precision,hard_recall,hard_f1,total_entries,avg_completion_tokens,total_completion_tokens,soft_overlap,soft_predicted,soft_gold,hard_overlap,hard_predicted,hard_gold,error_empty_response,error_format_error,error_span_not_found,error_partial_span_not_found,error_invalid_label,error_partial_invalid_label,error_empty_prediction,error_success,error_format_max_tokens_exceeded,error_format_unescaped_quotes,error_empty_label,error_partial_empty_label,error_quotations_in_spans,error_partial_quotations_in_spans
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ru_pud_45_20260516_181939_results.json,llama_3_70b_constrained_fixed,2026-05-16 18:19:39,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ru_pud,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.8222,0.9142,0.8658,0.7178,0.7981,0.7558,570,59.214035087719296,33752,9626,11707,10529,8403,11707,10529,0,0,0,0,0,0,4,560,0,0,0,1,5,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ru_pud_44_20260516_180459_results.json,llama_3_70b_constrained_fixed,2026-05-16 18:04:59,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ru_pud,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.8251,0.9253,0.8724,0.7232,0.8111,0.7647,570,59.998245614035085,34199,9743,11808,10529,8540,11808,10529,0,0,0,0,0,0,2,564,0,0,0,1,3,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ru_pud_43_20260516_175033_results.json,llama_3_70b_constrained_fixed,2026-05-16 17:50:33,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ru_pud,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.8252,0.9243,0.8719,0.7216,0.8082,0.7624,570,59.70175438596491,34030,9732,11794,10529,8510,11794,10529,0,0,0,0,0,0,3,564,0,0,0,1,2,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ru_pud_42_20260516_173604_results.json,llama_3_70b_constrained_fixed,2026-05-16 17:36:04,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ru_pud,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.8227,0.9221,0.8696,0.7226,0.8099,0.7637,570,59.78771929824561,34079,9709,11801,10529,8527,11801,10529,0,0,0,0,0,0,3,562,0,0,0,1,4,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_pud_46_20260516_172053_results.json,llama_3_70b_constrained_fixed,2026-05-16 17:20:53,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_pud,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.7981,0.9783,0.8791,0.7758,0.9509,0.8545,592,59.358108108108105,35140,9887,12388,10106,9610,12388,10106,0,0,0,0,0,0,3,589,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_pud_45_20260516_170550_results.json,llama_3_70b_constrained_fixed,2026-05-16 17:05:50,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_pud,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.8068,0.9812,0.8855,0.7824,0.9515,0.8587,592,58.516891891891895,34642,9916,12290,10106,9616,12290,10106,0,0,0,0,0,0,2,590,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_pud_44_20260516_165033_results.json,llama_3_70b_constrained_fixed,2026-05-16 16:50:33,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_pud,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.8004,0.9809,0.8815,0.7783,0.9538,0.8571,592,59.763513513513516,35380,9913,12385,10106,9639,12385,10106,0,0,0,0,0,0,1,591,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_pud_43_20260516_163529_results.json,llama_3_70b_constrained_fixed,2026-05-16 16:35:29,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_pud,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.8037,0.9802,0.8832,0.7817,0.9534,0.8591,592,59.086148648648646,34979,9906,12325,10106,9635,12325,10106,0,0,0,0,0,0,2,590,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_pud_42_20260516_162006_results.json,llama_3_70b_constrained_fixed,2026-05-16 16:20:06,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_pud,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.8026,0.9802,0.8826,0.7813,0.9542,0.8591,592,59.001689189189186,34929,9906,12342,10106,9643,12342,10106,0,0,0,0,0,0,2,590,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_bosque_46_20260516_160314_results.json,llama_3_70b_constrained_fixed,2026-05-16 16:03:14,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_bosque,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.8521,0.9426,0.8951,0.8273,0.9152,0.869,623,61.07062600321027,38047,12539,14715,13302,12174,14715,13302,0,0,0,0,0,0,11,612,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_bosque_45_20260516_154600_results.json,llama_3_70b_constrained_fixed,2026-05-16 15:46:00,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_bosque,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.8589,0.9431,0.899,0.8325,0.9141,0.8714,623,60.41733547351525,37640,12545,14606,13302,12160,14606,13302,0,0,0,0,0,0,12,611,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_bosque_44_20260516_152905_results.json,llama_3_70b_constrained_fixed,2026-05-16 15:29:05,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_bosque,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.8516,0.9501,0.8982,0.8256,0.9211,0.8707,623,61.585874799357946,38368,12638,14840,13302,12252,14840,13302,0,0,0,0,0,0,6,617,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_bosque_43_20260516_151200_results.json,llama_3_70b_constrained_fixed,2026-05-16 15:12:00,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_bosque,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.8579,0.9449,0.8993,0.8294,0.9135,0.8695,623,60.69983948635634,37816,12569,14651,13302,12152,14651,13302,0,0,0,0,0,0,10,613,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_pt_bosque_42_20260516_145511_results.json,llama_3_70b_constrained_fixed,2026-05-16 14:55:11,meta-llama/Llama-3.3-70B-Instruct,ner,uner_pt_bosque,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.8552,0.9484,0.8994,0.8271,0.9172,0.8698,623,60.8362760834671,37901,12616,14752,13302,12201,14752,13302,0,0,0,0,0,0,8,615,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_hr_set_46_20260516_143259_results.json,llama_3_70b_constrained_fixed,2026-05-16 14:32:59,meta-llama/Llama-3.3-70B-Instruct,ner,uner_hr_set,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.8308,0.9153,0.871,0.8079,0.8901,0.847,660,72.0909090909091,47580,13063,15724,14272,12704,15724,14272,0,0,0,0,0,0,12,646,1,0,0,1,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_hr_set_45_20260516_141138_results.json,llama_3_70b_constrained_fixed,2026-05-16 14:11:38,meta-llama/Llama-3.3-70B-Instruct,ner,uner_hr_set,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.8351,0.913,0.8723,0.8104,0.8859,0.8465,660,77.43333333333334,51106,13030,15602,14272,12644,15602,14272,0,0,0,0,0,0,12,646,2,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_hr_set_44_20260516_135038_results.json,llama_3_70b_constrained_fixed,2026-05-16 13:50:38,meta-llama/Llama-3.3-70B-Instruct,ner,uner_hr_set,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.8275,0.9147,0.8689,0.8039,0.8887,0.8442,660,72.50151515151515,47851,13054,15776,14272,12683,15776,14272,0,0,0,0,0,0,8,651,1,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_hr_set_43_20260516_132923_results.json,llama_3_70b_constrained_fixed,2026-05-16 13:29:23,meta-llama/Llama-3.3-70B-Instruct,ner,uner_hr_set,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.8281,0.9213,0.8722,0.8045,0.8951,0.8474,660,72.18787878787879,47644,13149,15879,14272,12775,15879,14272,0,0,0,0,0,0,10,649,1,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_hr_set_42_20260516_130311_results.json,llama_3_70b_constrained_fixed,2026-05-16 13:03:11,meta-llama/Llama-3.3-70B-Instruct,ner,uner_hr_set,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.8266,0.9199,0.8707,0.8038,0.8946,0.8468,660,78.37272727272727,51726,13129,15884,14272,12768,15884,14272,0,0,0,0,0,0,8,650,2,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_pud_46_20260516_124831_results.json,llama_3_70b_constrained_fixed,2026-05-16 12:48:31,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_pud,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.7663,0.9722,0.8571,0.7144,0.9063,0.799,585,58.9025641025641,34458,9586,12509,9860,8936,12509,9860,0,0,0,0,0,0,1,584,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_pud_45_20260516_123400_results.json,llama_3_70b_constrained_fixed,2026-05-16 12:34:00,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_pud,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.7647,0.9745,0.857,0.7126,0.9081,0.7986,585,58.58632478632479,34273,9609,12565,9860,8954,12565,9860,0,0,0,0,0,0,1,584,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_pud_44_20260516_121922_results.json,llama_3_70b_constrained_fixed,2026-05-16 12:19:22,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_pud,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.7685,0.9741,0.8592,0.7176,0.9095,0.8022,585,59.50940170940171,34813,9605,12498,9860,8968,12498,9860,0,0,0,0,0,0,1,584,0,0,0,0,0,0
results/mistral_small_24b_constrained_fixed_mistralai__Mistral-Small-24B-Instruct-2501_json_occurrence_structured_constrained_multigec_en_45_20260516_121222_results.json,mistral_small_24b_constrained_fixed,2026-05-16 12:12:22,mistralai/Mistral-Small-24B-Instruct-2501,multigec,multigec_en,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.2305,0.3159,0.2666,0.2128,0.2916,0.246,504,1806.4742063492063,910463,9432,40913,29854,8705,40913,29854,0,0,0,0,0,0,0,337,167,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_pud_43_20260516_120443_results.json,llama_3_70b_constrained_fixed,2026-05-16 12:04:43,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_pud,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.7692,0.9748,0.8599,0.7161,0.9075,0.8005,585,59.64273504273504,34891,9612,12496,9860,8948,12496,9860,0,0,0,0,0,0,1,584,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_pud_42_20260516_114956_results.json,llama_3_70b_constrained_fixed,2026-05-16 11:49:56,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_pud,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.7649,0.9741,0.8569,0.7159,0.9117,0.802,585,59.034188034188034,34535,9605,12557,9860,8989,12557,9860,0,0,0,0,0,0,1,584,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_ewt_46_20260516_113546_results.json,llama_3_70b_constrained_fixed,2026-05-16 11:35:46,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_ewt,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.8036,0.9622,0.8757,0.7665,0.9178,0.8353,709,47.37799717912553,33591,9360,11648,9728,8928,11648,9728,0,0,0,0,0,0,20,689,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_ewt_45_20260516_112142_results.json,llama_3_70b_constrained_fixed,2026-05-16 11:21:42,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_ewt,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.8005,0.9588,0.8725,0.7626,0.9133,0.8312,709,46.57545839210155,33022,9327,11651,9728,8885,11651,9728,0,0,0,0,0,0,21,688,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_ewt_44_20260516_110715_results.json,llama_3_70b_constrained_fixed,2026-05-16 11:07:15,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_ewt,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.7994,0.9602,0.8725,0.7615,0.9147,0.8311,709,47.956276445698165,34001,9341,11685,9728,8898,11685,9728,0,0,0,0,0,0,17,692,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_ewt_43_20260516_105301_results.json,llama_3_70b_constrained_fixed,2026-05-16 10:53:01,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_ewt,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.8047,0.958,0.8747,0.7661,0.9119,0.8326,709,47.7475317348378,33853,9319,11580,9728,8871,11580,9728,0,0,0,0,0,0,19,690,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_en_ewt_42_20260516_103842_results.json,llama_3_70b_constrained_fixed,2026-05-16 10:38:42,meta-llama/Llama-3.3-70B-Instruct,ner,uner_en_ewt,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.8047,0.9578,0.8746,0.7681,0.9142,0.8348,709,47.005641748942175,33327,9317,11578,9728,8893,11578,9728,0,0,0,0,0,0,23,686,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_de_pud_46_20260516_102333_results.json,llama_3_70b_constrained_fixed,2026-05-16 10:23:33,meta-llama/Llama-3.3-70B-Instruct,ner,uner_de_pud,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.7695,0.9373,0.8451,0.727,0.8857,0.7985,585,59.64102564102564,34890,9542,12401,10180,9016,12401,10180,0,0,0,0,0,0,5,580,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_de_pud_45_20260516_100825_results.json,llama_3_70b_constrained_fixed,2026-05-16 10:08:25,meta-llama/Llama-3.3-70B-Instruct,ner,uner_de_pud,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.765,0.9345,0.8413,0.7219,0.8818,0.7939,585,59.0974358974359,34572,9513,12436,10180,8977,12436,10180,0,0,0,0,0,0,4,581,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_de_pud_44_20260516_095306_results.json,llama_3_70b_constrained_fixed,2026-05-16 09:53:06,meta-llama/Llama-3.3-70B-Instruct,ner,uner_de_pud,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.7663,0.9362,0.8428,0.7223,0.8825,0.7944,585,60.203418803418806,35219,9531,12438,10180,8984,12438,10180,0,0,0,0,0,0,4,581,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_de_pud_43_20260516_093753_results.json,llama_3_70b_constrained_fixed,2026-05-16 09:37:53,meta-llama/Llama-3.3-70B-Instruct,ner,uner_de_pud,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.7674,0.9361,0.8434,0.7233,0.8823,0.7949,585,59.96410256410256,35079,9530,12418,10180,8982,12418,10180,0,0,0,0,0,0,4,581,0,0,0,0,0,0
results/mistral_small_24b_constrained_fixed_mistralai__Mistral-Small-24B-Instruct-2501_json_occurrence_structured_constrained_multigec_en_44_20260516_092656_results.json,mistral_small_24b_constrained_fixed,2026-05-16 09:26:56,mistralai/Mistral-Small-24B-Instruct-2501,multigec,multigec_en,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.2057,0.3199,0.2504,0.1907,0.2966,0.2322,504,1856.1170634920634,935483,9551,46435,29854,8856,46435,29854,0,0,0,0,0,0,0,340,164,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_de_pud_42_20260516_092233_results.json,llama_3_70b_constrained_fixed,2026-05-16 09:22:33,meta-llama/Llama-3.3-70B-Instruct,ner,uner_de_pud,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.7657,0.9388,0.8434,0.7206,0.8835,0.7938,585,59.66153846153846,34902,9557,12482,10180,8994,12482,10180,0,0,0,0,0,0,5,580,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_da_ddt_46_20260516_091630_results.json,llama_3_70b_constrained_fixed,2026-05-16 09:16:30,meta-llama/Llama-3.3-70B-Instruct,ner,uner_da_ddt,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.8828,0.9232,0.9026,0.8257,0.8635,0.8442,250,55.292,13823,4437,5026,4806,4150,5026,4806,0,0,0,0,0,0,7,243,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_da_ddt_45_20260516_091028_results.json,llama_3_70b_constrained_fixed,2026-05-16 09:10:28,meta-llama/Llama-3.3-70B-Instruct,ner,uner_da_ddt,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.881,0.929,0.9044,0.8297,0.8749,0.8517,250,55.12,13780,4465,5068,4806,4205,5068,4806,0,0,0,0,0,0,6,244,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_da_ddt_44_20260516_090422_results.json,llama_3_70b_constrained_fixed,2026-05-16 09:04:22,meta-llama/Llama-3.3-70B-Instruct,ner,uner_da_ddt,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.8814,0.9297,0.9049,0.8301,0.8756,0.8523,250,56.172,14043,4468,5069,4806,4208,5069,4806,0,0,0,0,0,0,5,245,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_da_ddt_43_20260516_085808_results.json,llama_3_70b_constrained_fixed,2026-05-16 08:58:08,meta-llama/Llama-3.3-70B-Instruct,ner,uner_da_ddt,json_occurrence,json_occurrence_structured_constrained,43,False,True,True,0.8875,0.9272,0.9069,0.8357,0.8731,0.854,250,55.788,13947,4456,5021,4806,4196,5021,4806,0,0,0,0,0,0,5,245,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_da_ddt_42_20260516_085200_results.json,llama_3_70b_constrained_fixed,2026-05-16 08:52:00,meta-llama/Llama-3.3-70B-Instruct,ner,uner_da_ddt,json_occurrence,json_occurrence_structured_constrained,42,False,True,True,0.8817,0.9243,0.9025,0.8237,0.8635,0.8432,250,55.02,13755,4442,5038,4806,4150,5038,4806,0,0,0,0,0,0,7,243,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ceb_gja_46_20260516_085122_results.json,llama_3_70b_constrained_fixed,2026-05-16 08:51:22,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ceb_gja,json_occurrence,json_occurrence_structured_constrained,46,False,True,True,0.7993,0.9696,0.8762,0.7993,0.9696,0.8762,41,37.609756097560975,1542,223,279,230,223,279,230,0,0,0,0,0,0,1,40,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ceb_gja_45_20260516_085042_results.json,llama_3_70b_constrained_fixed,2026-05-16 08:50:42,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ceb_gja,json_occurrence,json_occurrence_structured_constrained,45,False,True,True,0.7971,0.9565,0.8696,0.7971,0.9565,0.8696,41,35.4390243902439,1453,220,276,230,220,276,230,0,0,0,0,0,0,2,39,0,0,0,0,0,0
results/llama_3_70b_constrained_fixed_meta-llama__Llama-3_3-70B-Instruct_json_occurrence_structured_constrained_uner_ceb_gja_44_20260516_085004_results.json,llama_3_70b_constrained_fixed,2026-05-16 08:50:04,meta-llama/Llama-3.3-70B-Instruct,ner,uner_ceb_gja,json_occurrence,json_occurrence_structured_constrained,44,False,True,True,0.7663,0.9696,0.856,0.7663,0.9696,0.856,41,38.048780487804876,1560,223,291,230,223,291,230,0,0,0,0,0,0,1,40,0,0,0,0,0,0
